customer_id,customer_name,gender,age,city,area,registered_date,customer_segment,preferred_payment_mode
CU012870,Hardik Murthy,Male,63.0,Bilaspur,Sarkanda,2024-12-17,New,Card
CU012871,Hemang Kari,Male,50.0,Raipur,Devendra Nagar,2025-08-10,Returning,UPI
CU012872,Raksha Kaul,Male,29.0,Rajnandgaon,Station Para,2025-07-04,Returning,Cash on Delivery
CU012873,Tejas Khalsa,Female,28.0,RAJNANDGAON,Station Para,2025-07-25,Returning,UPI
CU012874,Samaksh Yadav,Male,26.0,Durg,Adarsh Nagar,2024-07-16,New,Card
CU012875,Lakshit Dubey,Female,38.0,Korba,TP Nagar,2026-03-13,Returning,Wallet
CU012876,Zayyan Sampath,Female,40.0,Bhilai,Vaishali Nagar,2025-10-28,Returning,UPI
CU012877,Rachit Sachar,Female,25.0,Raipur,Civil Lines,2025-10-18,Returning,Wallet
CU012878,Gabriel Bhasin,Male,57.0,Raipur,VIP Road,2024-12-01,Returning,Card
CU012879,Jalsa Ratti,Female,47.0,Korba,TP Nagar,2024-04-18,New,UPI
CU012880,Widisha Luthra,Male,21.0,Durg,Malviya Nagar,2026-03-20,Returning,UPI
CU012881,Devika Iyer,Female,30.0,Rajnandgaon,Civil Lines,2025-04-13,Returning,UPI
CU012882,Fariq Mody,Male,48.0,Durg,Borsi,2025-02-11,Premium,UPI
CU012883,Nirja Dhingra,Male,60.0,Bilaspur,Tarbahar,2024-08-03,Returning,Cash on Delivery
CU012884,Vincent Pau,Male,38.0,RAIPUR,Civil Lines,2026-02-08,Premium,Cash on Delivery
CU012885,Mohini Balay,Male,29.0,Raipur,Telibandha,2025-04-13,New,UPI
CU012886,Faras Dixit,Female,20.0,Bhilai,Smriti Nagar,2024-10-07,New,UPI
CU012887,Nitara Mangal,Male,34.0,Durg,Ashish Nagar,2024-11-03,New,UPI
CU012888,Balhaar Saraf,Other,27.0,Raipur,VIP Road,2024-10-30,Returning,UPI
CU012889,Bhavani Bansal,Female,63.0,Korba,TP Nagar,2025-06-10,New,UPI
CU012890,Abeer Batta,Female,51.0,Bilaspur,Tarbahar,2025-11-06,New,Cash on Delivery
CU012891,Qushi Ramanathan,Male,39.0,RAIPUR,Telibandha,2025-03-12,New,Wallet
CU012892,Ekantika More,Female,,Korba,Transport Nagar,2026-01-03,Returning,Cash on Delivery
CU012893,Deepa Kothari,Female,41.0,Bilaspur,Sarkanda,2025-08-22,New,UPI
CU012894,Chatura Char,Male,34.0,Bilaspur,Sarkanda,2025-03-23,New,UPI
CU012895,Zilmil Luthra,Male,23.0,Bhilai,Sector 9,2026-01-06,New,UPI
CU012896,Kalpit Swaminathan,Other,27.0,Bhilai,Smriti Nagar,2024-05-17,Premium,Wallet
CU012897,Naksh Agrawal,Female,44.0,Raipur,Avanti Vihar,2024-08-07,New,Wallet
CU012898,Pratyush De,Female,61.0,Bilaspur,Vyapar Vihar,2024-12-11,New,Wallet
CU012899,Yashawini Shankar,Male,25.0,Durg,Ashish Nagar,2024-06-03,Returning,UPI
CU012900,Daksh Tata,Male,39.0,Rajnandgaon,Station Para,2025-11-08,Returning,Cash on Delivery
CU012901,Nakul Chopra,Male,55.0,Korba,TP Nagar,2025-06-06,Returning,UPI
CU012902,Mekhala Prakash,Male,45.0,Raipur,Telibandha,2025-03-16,New,UPI
CU012903,Hitesh Bath,Female,38.0,Rajnandgaon,Station Para,2025-02-08,Premium,UPI
CU012904,Daniel Wali,Female,37.0,Raipur,Shankar Nagar,2025-09-06,New,Cash on Delivery
CU012905,Dominic Dalal,Male,61.0,Raipur,Telibandha,2025-09-15,Returning,Cash on Delivery
CU012906,Girik Kala,Female,24.0,Durg,Ashish Nagar,2025-01-01,New,Card
CU012907,Aadi Din,Female,18.0,Korba,TP Nagar,2025-05-06,New,Cash on Delivery
CU012908,Bahadurjit Bains,Male,60.0,Rajnandgaon,Station Para,2024-04-25,New,UPI
CU012909,Anamika Goda,Male,40.0,Durg,Adarsh Nagar,2025-10-19,New,UPI
CU012910,Tara Salvi,Male,39.0,Raipur,VIP Road,2025-08-07,Returning,Cash on Delivery
CU012911,Yatan Mukherjee,Female,25.0,Raipur,Avanti Vihar,2024-10-18,Premium,Card
CU012912,Odika Nigam,Other,53.0,Raipur,Devendra Nagar,2024-11-03,Returning,Card
CU012913,Raagini Parekh,Male,42.0,Bilaspur,Link Road,2024-05-22,Returning,UPI
CU012914,Ekaja Hans,Male,35.0,Bhilai,Smriti Nagar,2025-03-22,New,UPI
CU012915,Xalak Swaminathan,Male,57.0,Raipur,Avanti Vihar,2025-12-20,Returning,UPI
CU012916,Fariq Bumb,Male,43.0,Bhilai,Sector 9,2026-01-25,New,Cash on Delivery
CU012917,Alexander Dugar,Female,60.0,Bilaspur,Tarbahar,2025-07-11,Returning,Card
CU012918,Indira Handa,Male,35.0,Bilaspur,Link Road,2024-09-09,New,Card
CU012919,Hemal Parmer,Female,20.0,Bhilai,Vaishali Nagar,2024-08-01,Returning,Cash on Delivery
CU012920,Edhitha Grover,Female,25.0,Raipur,Avanti Vihar,2024-12-12,Returning,Card
CU012921,Abha Boase,Male,21.0,Bilaspur,Tarbahar,2024-08-18,Returning,Wallet
CU012922,Ekantika Gade,Male,36.0,Bilaspur,Sarkanda,2024-07-24,Returning,UPI
CU012923,Vedant Bawa,Male,38.0,Raipur,Devendra Nagar,2024-07-27,Premium,UPI
CU012924,Mohini Mahal,Male,58.0,Raipur,VIP Road,2024-04-27,New,UPI
CU012925,Anmol Koshy,Female,39.0,Rajnandgaon,Station Para,2024-04-05,New,UPI
CU012926,Warda Shankar,Female,40.0,Durg,Malviya Nagar,2025-01-26,Returning,Card
CU012927,Chaitaly Mani,Male,20.0,Raipur,Telibandha,2026-01-15,New,UPI
CU012928,Vedant Dhillon,Male,52.0,Bilaspur,Vyapar Vihar,2024-06-11,Returning,UPI
CU012929,Hemani Shan,Male,39.0,Bilaspur,Tarbahar,2025-11-15,New,Wallet
CU012930,Wishi Mandal,Female,32.0,Raipur,VIP Road,2024-11-05,Returning,Card
CU012931,Chakrika Sodhi,Female,22.0,Raipur,Civil Lines,2025-09-02,Premium,Wallet
CU012932,Kai Lala,Male,33.0,Rajnandgaon,Civil Lines,2025-12-11,Returning,UPI
CU012933,Anusha Srivastava,Female,53.0,Bhilai,Smriti Nagar,2025-06-05,New,UPI
CU012934,Yashvi Kakar,Male,20.0,Raipur,Devendra Nagar,2024-05-02,Premium,Cash on Delivery
CU012935,Harshil Anne,Male,41.0,Durg,Ashish Nagar,2024-06-14,Returning,UPI
CU012936,Shravya Borde,Female,29.0,Bhilai,Smriti Nagar,2025-07-06,Returning,UPI
CU012937,Azad Sathe,Male,38.0,Bilaspur,Vyapar Vihar,2025-05-14,Premium,UPI
CU012938,Bishakha Ghose,Male,37.0,Raipur,Avanti Vihar,2025-01-09,New,Card
CU012939,Yug Bhatti,Male,47.0,Raipur,Shankar Nagar,2025-05-29,Premium,UPI
CU012940,Aashi Deep,Female,27.0,Raipur,Shankar Nagar,2025-01-10,Returning,Cash on Delivery
CU012941,Kabir Thakkar,Female,35.0,Rajnandgaon,Civil Lines,2024-05-29,Returning,UPI
CU012942,Pallavi Parekh,Female,60.0,Bilaspur,Sarkanda,2025-04-01,Returning,UPI
CU012943,Upma Bedi,Female,52.0,Durg,Borsi,2024-07-04,Premium,Wallet
CU012944,Bhavani Varty,Male,49.0,Raipur,Avanti Vihar,2024-12-08,Returning,UPI
CU012945,Aarav Oommen,Male,44.0,Durg,Adarsh Nagar,2025-03-27,Returning,Card
CU012946,Upasna Chakrabarti,Female,36.0,Bhilai,Supela,2024-05-30,Returning,UPI
CU012947,Advika Karnik,Female,28.0,Bilaspur,Tarbahar,2025-12-20,New,UPI
CU012948,Indali Radhakrishnan,Female,45.0,Bhilai,Supela,2026-01-06,Returning,UPI
CU012949,Jackson Din,Male,55.0,Bilaspur,Tarbahar,2024-05-30,New,UPI
CU012950,Bhavini Jayaraman,Female,58.0,Raipur,Telibandha,2024-08-19,New,Wallet
CU012951,Anvi Bhalla,Male,31.0,Raipur,Civil Lines,2024-11-09,Returning,UPI
CU012952,Avi Varkey,Female,33.0,Durg,Malviya Nagar,2025-08-12,New,Wallet
CU012953,Oeshi Kalita,Female,23.0,Raipur,Civil Lines,2024-04-27,Returning,UPI
CU012954,Wriddhish Narasimhan,Female,32.0,Raipur,Telibandha,2025-10-01,Returning,Card
CU012955,William Naidu,Male,37.0,Korba,Transport Nagar,2025-06-14,Returning,Cash on Delivery
CU012956,Amruta Nanda,Male,40.0,Raipur,Avanti Vihar,2024-08-29,Premium,Card
CU012957,Urmi Kadakia,Other,39.0,Bilaspur,Sarkanda,2025-03-17,Returning,UPI
CU012958,Nachiket Virk,Male,55.0,Durg,Borsi,2024-07-25,New,UPI
CU012959,Ethan Chaudhuri,Male,61.0,Durg,Ashish Nagar,2024-10-19,Premium,UPI
CU012960,Qabil Ramaswamy,Male,55.0,Raipur,Civil Lines,2026-01-26,New,Card
CU012961,Max Chandra,Female,50.0,Bilaspur,Tarbahar,2024-04-13,Returning,UPI
CU012962,Ekaja Kunda,Female,38.0,Bilaspur,Sarkanda,2024-04-19,New,Wallet
CU012963,Warhi Tiwari,Male,45.0,Bhilai,Vaishali Nagar,2025-03-21,New,Card
CU012964,Ucchal Shah,Female,21.0,Durg,Malviya Nagar,2025-02-13,New,Cash on Delivery
CU012965,Vinaya Bhardwaj,Female,59.0,Rajnandgaon,Station Para,2025-11-04,Returning,Card
CU012966,Ayaan Sawhney,Female,53.0,Raipur,VIP Road,2024-05-21,Returning,UPI
CU012967,Kamala Bahri,Male,60.0,Raipur,VIP Road,2025-05-04,Premium,Cash on Delivery
CU012968,Kalpit Rajan,Male,54.0,Durg,Malviya Nagar,2025-02-05,New,Cash on Delivery
CU012969,Qasim Sawhney,Male,63.0,Bhilai,Sector 10,2025-04-27,New,Cash on Delivery
CU012970,Praneel Kumer,Male,18.0,Durg,Malviya Nagar,2024-08-18,Premium,UPI
CU012971,Kalpit Sane,Male,49.0,Raipur,Devendra Nagar,2026-02-06,Returning,Wallet
CU012972,Sneha Dua,Female,42.0,Raipur,VIP Road,2026-01-30,Returning,UPI
CU012973,Warhi Vohra,Male,64.0,Bilaspur,Sarkanda,2025-05-22,Returning,UPI
CU012974,Aadhya Swaminathan,Female,29.0,Rajnandgaon,Station Para,2024-11-16,Premium,Card
CU012975,Vasana Varghese,Male,43.0,Raipur,Shankar Nagar,2024-10-28,Returning,UPI
CU012976,Ridhi Varughese,Male,20.0,Durg,Borsi,2025-11-03,Returning,UPI
CU012977,Warda Narasimhan,Male,33.0,Bhilai,Sector 10,2024-08-09,Premium,UPI
CU012978,Rayaan Saran,Male,56.0,Raipur,VIP Road,2024-12-29,Premium,Card
CU012979,Lopa Chopra,Male,51.0,Bhilai,Sector 10,2024-06-23,Premium,Card
CU012980,Janaki Malhotra,Male,53.0,Raipur,Telibandha,2025-04-22,Returning,UPI
CU012981,Hritik Kapur,Male,,Bilaspur,Link Road,2025-02-25,New,Card
CU012982,Sneha Dube,Female,19.0,Raipur,Civil Lines,2025-08-07,Returning,UPI
CU012983,Mugdha Din,Female,19.0,Bhilai,Sector 9,2025-12-08,Returning,UPI
CU012984,Harrison Saini,Female,24.0,Raipur,VIP Road,2025-08-03,Returning,UPI
CU012985,Henry Mutti,Female,36.0,Durg,Borsi,2024-04-29,New,UPI
CU012986,Noah Subramaniam,Female,53.0,Korba,TP Nagar,2025-12-11,Returning,UPI
CU012987,Sanya Tak,Male,38.0,BHILAI,Supela,2024-09-19,Returning,Wallet
CU012988,Jalsa Narula,Male,37.0,Bhilai,Sector 9,2024-11-18,Returning,Wallet
CU012989,Reyansh Jayaraman,Female,24.0,Rajnandgaon,Civil Lines,2025-03-05,New,UPI
CU012990,Sanaya Kari,Female,27.0,Raipur,Civil Lines,2025-03-22,New,Cash on Delivery
CU012991,Tanay Misra,Female,46.0,Durg,Malviya Nagar,2025-12-20,New,UPI
CU012992,Forum Rajagopal,Male,53.0,Bilaspur,Tarbahar,2025-11-30,Returning,Card
CU012993,Pallavi Chandran,Other,58.0,Korba,TP Nagar,2024-07-20,New,UPI
CU012994,Ladli Patel,Male,18.0,Raipur,Devendra Nagar,2024-11-21,New,Card
CU012995,Lucky Chowdhury,Female,31.0,Raipur,Shankar Nagar,2025-04-07,New,Card
CU012996,Anmol Bassi,Male,22.0,Raipur,Civil Lines,2024-09-01,Returning,Card
CU012997,Wishi Wadhwa,Male,31.0,Raipur,Civil Lines,2024-11-29,Returning,UPI
CU012998,Darika Parikh,Female,34.0,Raipur,Shankar Nagar,2024-10-20,Returning,UPI
CU012999,Daksh Ahluwalia,Male,46.0,Rajnandgaon,Civil Lines,2024-11-17,New,UPI
CU013000,Jai Dass,Male,40.0,Raipur,VIP Road,2024-11-26,Returning,Card
CU013001,Utkarsh Varghese,Male,58.0,Raipur,VIP Road,2025-09-10,Premium,UPI
CU013002,Oviya Hans,Male,42.0,Raipur,Avanti Vihar,2024-07-24,Returning,Cash on Delivery
CU013003,Aarnav Narayanan,Female,25.0,Bhilai,Vaishali Nagar,2025-12-11,Returning,UPI
CU013004,Warhi Rajagopal,Male,54.0,Bilaspur,Tarbahar,2024-08-11,Returning,Wallet
CU013005,Onkar Sibal,Male,30.0,Raipur,Civil Lines,2025-12-25,Premium,UPI
CU013006,Widisha Mangat,Male,60.0,Durg,Ashish Nagar,2024-05-09,Returning,UPI
CU013007,Rachit Gola,Male,26.0,Durg,Borsi,2026-02-14,New,Wallet
CU013008,Yutika Soni,Other,64.0,Raipur,Civil Lines,2024-09-10,Returning,Wallet
CU013009,Robert Chakrabarti,Male,,Durg,Adarsh Nagar,2024-04-08,New,Wallet
CU013010,Ijaya Gade,Female,59.0,Bhilai,Supela,2026-01-22,Returning,UPI
CU013011,Samuel Yohannan,Female,34.0,bhilai,Sector 10,2024-06-24,New,UPI
CU013012,Krish Bal,Female,34.0,Rajnandgaon,Civil Lines,2025-06-20,Returning,Card
CU013013,Ekta Sehgal,Female,41.0,KORBA,Transport Nagar,2025-09-22,Returning,Wallet
CU013014,Gunbir Mukherjee,Male,29.0,BHILAI,Sector 9,2024-11-28,New,UPI
CU013015,Zayan Loyal,Male,31.0,Bhilai,Vaishali Nagar,2026-01-08,Returning,UPI
CU013016,Keya Madan,Female,30.0,Raipur,Telibandha,2025-11-06,Returning,Card
CU013017,Leena Goda,Male,60.0,Bhilai,Smriti Nagar,2024-04-24,New,UPI
CU013018,Samaksh Mall,Male,47.0,BILASPUR,Link Road,2025-06-11,Returning,Wallet
CU013019,Lohit Tailor,Male,21.0,Raipur,VIP Road,2025-07-21,New,UPI
CU013020,Falan Pant,Female,26.0,Korba,Transport Nagar,2024-08-14,Returning,UPI
CU013021,Veer Sachdev,Male,38.0,Bilaspur,Sarkanda,2025-11-26,Returning,UPI
CU013022,Abdul Saxena,Female,48.0,Raipur,Telibandha,2025-06-27,New,Card
CU013023,Ekani Choudhary,Male,37.0,Korba,TP Nagar,2025-05-23,Returning,UPI
CU013024,Ikshita Chakrabarti,Female,27.0,Durg,Adarsh Nagar,2026-02-12,Returning,UPI
CU013025,Azaan Handa,Female,44.0,Raipur,Telibandha,2025-08-13,New,Cash on Delivery
CU013026,Radha Sethi,Female,54.0,Bhilai,Smriti Nagar,2024-05-26,New,UPI
CU013027,Anirudh Sood,Other,18.0,Durg,Borsi,2025-10-19,Returning,Cash on Delivery
CU013028,Henry Mahal,Male,49.0,Rajnandgaon,Civil Lines,2026-03-23,Returning,Cash on Delivery
CU013029,Kashvi Sachdeva,Male,51.0,Raipur,Devendra Nagar,2025-04-30,Returning,Card
CU013030,Faras Reddy,Female,24.0,Bilaspur,Tarbahar,2025-02-04,Returning,UPI
CU013031,Tripti Puri,Female,43.0,Durg,Borsi,2024-07-01,New,Card
CU013032,George Natarajan,Male,26.0,Rajnandgaon,Station Para,2025-03-23,New,Cash on Delivery
CU013033,Anamika Keer,Male,52.0,Raipur,Devendra Nagar,2024-04-24,New,Card
CU013034,Aarav Bumb,Male,38.0,Bhilai,Smriti Nagar,2024-04-17,Returning,Cash on Delivery
CU013035,Qasim Ramanathan,Female,28.0,Korba,TP Nagar,2024-07-16,New,Card
CU013036,Hema Setty,Female,36.0,Raipur,Devendra Nagar,2024-10-10,New,UPI
CU013037,Daksha Shenoy,Female,60.0,Bhilai,Sector 9,2025-06-30,Returning,UPI
CU013038,Oni Rana,Male,43.0,Bilaspur,Link Road,2024-12-31,New,Card
CU013039,Tanvi Hans,Male,36.0,Bhilai,Sector 10,2025-10-04,New,UPI
CU013040,Vansha Srinivasan,Male,45.0,Bilaspur,Tarbahar,2026-03-07,Returning,UPI
CU013041,Fiyaz Bhargava,Female,41.0,Raipur,Shankar Nagar,2025-11-11,New,UPI
CU013042,Aarnav Sant,Male,34.0,Durg,Ashish Nagar,2025-09-21,Returning,Cash on Delivery
CU013043,Ansh Doshi,Female,41.0,Raipur,Avanti Vihar,2025-05-24,Premium,UPI
CU013044,Yagnesh Bhagat,Male,34.0,Durg,Malviya Nagar,2026-02-14,New,Card
CU013045,Pooja Grewal,Female,43.0,Bhilai,Sector 10,2024-09-05,Returning,UPI
CU013046,Deepa Sundaram,Male,63.0,Raipur,Avanti Vihar,2025-09-16,Premium,UPI
CU013047,Omya Chaudhari,Female,54.0,Rajnandgaon,Civil Lines,2026-01-09,Premium,Card
CU013048,Gaurika Kannan,Female,35.0,Durg,Ashish Nagar,2025-12-09,Premium,UPI
CU013049,Thomas Arora,Female,37.0,Bhilai,Sector 9,2024-11-01,New,Card
CU013050,Samar Minhas,Female,58.0,Raipur,VIP Road,2024-04-24,New,Wallet
CU013051,Aadi Swaminathan,Male,26.0,Bilaspur,Vyapar Vihar,2025-12-30,Returning,UPI
CU013052,Omisha Dixit,Other,47.0,Rajnandgaon,Civil Lines,2025-12-22,Returning,Wallet
CU013053,David Purohit,Male,39.0,Raipur,Telibandha,2025-07-06,New,UPI
CU013054,Indira Bhalla,Male,44.0,Rajnandgaon,Civil Lines,2025-11-14,Premium,UPI
CU013055,Isaac Bedi,Female,63.0,Raipur,Telibandha,2025-04-27,New,UPI
CU013056,Mitali Dara,Female,43.0,Bilaspur,Sarkanda,2025-06-07,New,UPI
CU013057,Chatura Kannan,Male,29.0,Bhilai,Sector 9,2024-09-29,Returning,UPI
CU013058,Tripti Bhardwaj,Male,26.0,Raipur,Telibandha,2025-08-25,Returning,UPI
CU013059,Daniel Luthra,Female,37.0,Rajnandgaon,Civil Lines,2025-11-10,New,Cash on Delivery
CU013060,Jagdish Sharma,Male,43.0,Raipur,Avanti Vihar,2025-10-15,Returning,Card
CU013061,Saanvi Sankar,Male,61.0,Rajnandgaon,Civil Lines,2024-04-19,New,UPI
CU013062,Hemang Mane,Male,59.0,Raipur,Devendra Nagar,2024-05-08,Returning,UPI
CU013063,Saanvi Bali,Male,57.0,Raipur,Civil Lines,2025-12-05,Returning,Wallet
CU013064,Chanakya Shenoy,Male,46.0,Korba,TP Nagar,2024-09-29,Returning,UPI
CU013065,Osha Biswas,Female,63.0,Bilaspur,Link Road,2025-07-08,Returning,UPI
CU013066,Mason Vaidya,Other,47.0,Raipur,Devendra Nagar,2026-02-14,Returning,UPI
CU013067,Andrew Varghese,Male,49.0,Bilaspur,Link Road,2025-04-14,Returning,UPI
CU013068,Zansi Mukhopadhyay,Male,24.0,Raipur,Avanti Vihar,2024-11-05,Premium,UPI
CU013069,Sneha Zacharia,Female,30.0,Korba,Transport Nagar,2026-03-01,New,Card
CU013070,Aahana Kalita,Male,54.0,Raipur,Telibandha,2024-06-15,Returning,UPI
CU013071,Ijaya Rau,Male,50.0,Bhilai,Smriti Nagar,2025-03-18,New,Cash on Delivery
CU013072,Raagini Goel,Male,20.0,Raipur,Telibandha,2025-08-12,Returning,Cash on Delivery
CU013073,Zehaan Thakkar,Male,60.0,Bilaspur,Tarbahar,2024-04-19,New,Cash on Delivery
CU013074,Vivaan Arora,Female,54.0,Rajnandgaon,Civil Lines,2025-01-02,Returning,Wallet
CU013075,Ria Bhattacharyya,Female,23.0,Durg,Ashish Nagar,2024-06-05,Returning,Wallet
CU013076,Aarini Sura,Female,23.0,Bhilai,Vaishali Nagar,2025-11-24,New,UPI
CU013077,Isha Babu,Male,,Raipur,Telibandha,2025-02-11,Returning,UPI
CU013078,Robert Kalita,Male,49.0,Raipur,VIP Road,2025-05-27,Returning,UPI
CU013079,Sneha Doshi,Other,55.0,Korba,TP Nagar,2026-02-19,New,UPI
CU013080,Dominic Narang,Male,28.0,Raipur,VIP Road,2026-03-25,Returning,Cash on Delivery
CU013081,Sanaya Vig,Female,64.0,Bilaspur,Sarkanda,2024-04-30,New,UPI
CU013082,Aradhana Badami,Male,58.0,Bhilai,Sector 10,2025-09-04,Premium,UPI
CU013083,Qabil Memon,Female,27.0,Rajnandgaon,Station Para,2024-04-20,Returning,Card
CU013084,Darika Dani,Male,33.0,Bhilai,Smriti Nagar,2025-07-18,New,UPI
CU013085,Shivani Buch,Male,61.0,Bilaspur,Sarkanda,2026-03-19,Premium,UPI
CU013086,Eshana Bhalla,Male,60.0,Korba,Transport Nagar,2025-03-27,New,UPI
CU013087,Oliver Kalita,Male,24.0,Rajnandgaon,Station Para,2025-07-23,Returning,UPI
CU013088,Kashvi Rege,Female,20.0,Bilaspur,Link Road,2024-05-17,New,UPI
CU013089,Upasna Yohannan,Male,61.0,Durg,Ashish Nagar,2024-04-18,New,Wallet
CU013090,Udant Dalal,Male,29.0,Bilaspur,Tarbahar,2024-04-24,Returning,UPI
CU013091,Janya Cherian,Male,36.0,Bhilai,Sector 10,2025-06-29,Returning,UPI
CU013092,Wyatt Raj,Male,24.0,Raipur,Shankar Nagar,2025-09-28,New,UPI
CU013093,Atharv Majumdar,Female,55.0,Bilaspur,Tarbahar,2025-04-27,Returning,Wallet
CU013094,Chanakya Modi,Male,55.0,Bilaspur,Vyapar Vihar,2025-10-07,Returning,Cash on Delivery
CU013095,Dalaja Manda,Female,18.0,Raipur,Avanti Vihar,2024-08-05,Returning,Cash on Delivery
CU013096,Darpan Palan,Male,26.0,Raipur,Civil Lines,2024-09-01,Returning,UPI
CU013097,Falguni Chaudhari,Male,63.0,Bilaspur,Vyapar Vihar,2024-07-06,New,Wallet
CU013098,Aadhya Dugal,Female,21.0,Raipur,Shankar Nagar,2025-05-08,Premium,UPI
CU013099,Girik Bora,Female,61.0,Bilaspur,Link Road,2024-12-24,Returning,UPI
CU013100,Radha Warrior,Male,,Bilaspur,Vyapar Vihar,2024-11-25,Returning,Wallet
CU013101,Ansh Tella,Male,32.0,Bhilai,Smriti Nagar,2025-07-02,New,UPI
CU013102,Chandresh Sami,Female,32.0,Raipur,VIP Road,2025-09-18,Premium,Cash on Delivery
CU013103,Bishakha Morar,Female,24.0,Bhilai,Sector 10,2025-04-09,Returning,UPI
CU013104,Pushti Sandhu,Female,54.0,Bhilai,Vaishali Nagar,2025-11-19,Premium,Wallet
CU013105,Gopal Chauhan,Female,28.0,Bilaspur,Link Road,2025-11-10,Premium,UPI
CU013106,Unnati Doshi,Female,20.0,Durg,Borsi,2025-02-16,New,UPI
CU013107,Nihal Agate,Male,23.0,Durg,Ashish Nagar,2024-09-10,New,Cash on Delivery
CU013108,Upasna Bedi,Female,57.0,Raipur,Civil Lines,2025-08-16,Returning,Cash on Delivery
CU013109,Hema Venkataraman,Male,62.0,Bilaspur,Vyapar Vihar,2025-06-02,New,UPI
CU013110,Mitesh Mammen,Female,24.0,Raipur,Devendra Nagar,2024-12-20,Returning,UPI
CU013111,Aadhya Srinivasan,Male,55.0,Durg,Ashish Nagar,2026-01-28,Returning,Wallet
CU013112,Ekantika Sule,Male,32.0,Raipur,VIP Road,2025-04-16,New,UPI
CU013113,Bhavani Ahuja,Male,31.0,Bilaspur,Vyapar Vihar,2024-08-22,Premium,UPI
CU013114,Vihaan Bhargava,Other,53.0,Bilaspur,Link Road,2025-09-22,Returning,UPI
CU013115,Fiyaz Pau,Male,32.0,Raipur,Civil Lines,2025-03-04,New,UPI
CU013116,Zinal Sachdev,Female,52.0,Rajnandgaon,Civil Lines,2024-06-28,Returning,UPI
CU013117,Sara Palan,Male,48.0,Raipur,Shankar Nagar,2025-07-23,Returning,UPI
CU013118,Pranav Doshi,Female,57.0,Raipur,Telibandha,2024-04-14,New,Card
CU013119,Daksha Sidhu,Female,58.0,Bilaspur,Sarkanda,2025-08-03,New,UPI
CU013120,Aishani Chaudhry,Female,32.0,Bhilai,Sector 10,2025-07-16,Returning,UPI
CU013121,Hiral Toor,Female,20.0,Raipur,Civil Lines,2025-08-07,Returning,UPI
CU013122,Pratyush Patil,Male,61.0,Raipur,Civil Lines,2025-10-28,New,UPI
CU013123,Baljiwan Butala,Female,34.0,Raipur,Civil Lines,2024-04-25,Returning,UPI
CU013124,Laban Raval,Male,41.0,Korba,Transport Nagar,2025-07-02,Returning,UPI
CU013125,Simon Lala,Male,62.0,Bilaspur,Tarbahar,2025-07-17,Returning,UPI
CU013126,Maanav Savant,Male,22.0,Raipur,Telibandha,2024-08-12,Returning,UPI
CU013127,Urvashi Bhakta,Male,39.0,Bhilai,Supela,2026-02-28,Returning,Card
CU013128,Damini Gandhi,Female,24.0,Korba,TP Nagar,2025-04-03,Premium,UPI
CU013129,Yashawini Gera,Female,41.0,Korba,TP Nagar,2025-09-06,Premium,UPI
CU013130,Jalsa Prabhakar,Female,24.0,Raipur,Avanti Vihar,2025-01-21,Returning,UPI
CU013131,Rushil Mall,Male,33.0,Bilaspur,Vyapar Vihar,2025-06-22,Returning,UPI
CU013132,Qabil Chand,Female,40.0,Raipur,Telibandha,2026-02-18,Premium,Card
CU013133,Aayush Dalal,Female,59.0,raipur,Shankar Nagar,2024-04-06,Returning,Card
CU013134,Dhriti Nori,Male,40.0,Durg,Malviya Nagar,2025-08-18,New,Card
CU013135,Nidra Malhotra,Male,44.0,Korba,TP Nagar,2025-10-21,Returning,UPI
CU013136,Kamala Chauhan,Female,44.0,RAIPUR,Shankar Nagar,2025-04-14,New,UPI
CU013137,Janani Pillay,Male,63.0,Korba,TP Nagar,2025-12-01,Returning,Card
CU013138,Naksh Jayaraman,Male,28.0,Bilaspur,Vyapar Vihar,2025-01-16,Returning,Cash on Delivery
CU013139,Janaki Atwal,Female,27.0,Durg,Malviya Nagar,2025-12-15,Returning,UPI
CU013140,Warda Kibe,Male,35.0,Durg,Borsi,2024-12-04,New,UPI
CU013141,Turvi Nagarajan,Female,21.0,Bhilai,Sector 9,2025-05-02,Returning,UPI
CU013142,Ekaja Doctor,Male,33.0,Rajnandgaon,Station Para,2024-07-08,New,UPI
CU013143,Manan Mallick,Female,20.0,Raipur,Avanti Vihar,2024-05-31,Returning,UPI
CU013144,Zayan Dhillon,Male,45.0,Bhilai,Sector 9,2025-08-26,Returning,Card
CU013145,Samarth Palla,Female,28.0,Raipur,Telibandha,2024-11-27,Returning,UPI
CU013146,Rachana Nanda,Female,48.0,Durg,Borsi,2025-04-29,Returning,UPI
CU013147,Noah Ahuja,Female,19.0,Raipur,Avanti Vihar,2024-11-26,New,Wallet
CU013148,Rudra Kapoor,Female,23.0,Bhilai,Smriti Nagar,2024-05-27,Returning,Cash on Delivery
CU013149,Anirudh Arora,Female,46.0,Durg,Borsi,2025-08-02,Returning,UPI
CU013150,Aashi Nanda,Male,54.0,Raipur,VIP Road,2025-01-24,Returning,UPI
CU013151,Chaitanya Mody,Female,29.0,Raipur,VIP Road,2025-12-26,New,UPI
CU013152,Brinda Barman,Male,34.0,Raipur,Devendra Nagar,2025-10-11,Premium,Card
CU013153,Nathaniel Venkataraman,Male,43.0,Bilaspur,Tarbahar,2026-02-12,New,Card
